TITLE	CATEGORY
UPDATE 1-'Favorable terms' for US muni issuers who report inaccuracies -SEC	b
One Year After Being Pulled From Rubble, Bangladesh's Miracle Survivor Has A  ...	b
Selena Gomez - Selena Gomez Has Arabic Tattoo	e
German Stocks Drop as US Warns Russia on Ukraine Crisis Cost	b
AbbVie Campaigns to Win Shire Holders by Talking Up Bid	b
Kurt Cobain - New Kurt Cobain Death Scene Photos Released	e
Neil Patrick Harris And Jason Segel Perform 'Les Miserables' Duet	e
Quentin Tarantino Continues Work On 'Hateful Eight,' Despite Having His  ...	e
'Transcendence' Review: It's Like A Clunky TED Talk	e
Google, Viacom Settle YouTube Copyright Suit; No Terms Given (1)	t
Captain America - The Falcon Gets A Promotion As New Captain America	e
GoT: Rose Leslie on That Sex Scene And Her Lack of Thick Northern Accent	e
Newly Discovered Shrew May Look Like A Mouse, But It's More Closely Related  ...	t
Kim Kardashian drops BIGGEST wedding dress hint yet... at Balmain showroom  ...	e
Puerto Rico agency debt slumps on downgrades, restructuring law	b
GLOBAL MARKETS-Corporate news lifts stocks, tight money markets buoy euro	b
Frozen 'Earth' discovered: Real-life Hoth planet 3000 light years away could  ...	t
Julia Roberts - Julia Roberts Opens Up About Sister's 'Heartbreaking' Suicide	e
Eve Marries Gumball 3000 CEO Maximillion Cooper In Lavish Ibiza Wedding	e
Netflix to Increase Prices as Earnings Jump Sends Shares Higher	b
Restrained Consumer Spending Curbs US Growth Optimism	b
Tesla Sued by Businesseman Claiming China Trademark Right	t
Beyonce breaks down in front of fans as her smash Mrs Carter tour finally comes  ...	e
Greenpeace Boards Rig Heading for Norway's Northernmost Drilling	b
UPDATE 2-China's Alibaba embarks on US IPO journey	b
Kim Kardashian and Kanye West enjoy dinner in Paris as they plan wedding	e
RPT-US attorney general says banks may face criminal cases soon	b
China Industrial Output Climbs 8.8%, Matching Forecasts	b
How a Zillow-Trulia Merger Could Finally Change the Business of Real Estate	b
"The Best Reactions To The Supposed Video of Solange Knowles & Jay Z  ...	http://www.hiphopdx.com/index/news/id.28728/title.-the-best-reactions-to-the-supposed-video-of-solange-knowles-jay-z-fighting-in-an-elevator-list-by-time/	HipHopDX	e	dku0uRoeehpC9JM1RoZ4n0fg8cyoM	www.hiphopdx.com	1399983366398
210714	Report: Jay-Z attacked by Beyonce's sister	http://www.wsbtv.com/news/entertainment/report-jay-z-attacked-beyonces-sister/nftYg/\?icmp=cmgcontent_internallink_relatedcontent_2014_partners4	WSB Atlanta	e	dku0uRoeehpC9JM1RoZ4n0fg8cyoM	www.wsbtv.com	1399983366584
210715	Not So Drunk In Love? 50 Cent Reacts To Beyonce NOT Defending Jay Z In  ...	http://www.entertainmentwise.com/news/148948/Not-So-Drunk-In-Love-50-Cent-Reacts-To-Beyonce-NOT-Defending-Jay-Z-In-Solange-Knowles-Elevator-Fight	Entertainmentwise	e	dku0uRoeehpC9JM1RoZ4n0fg8cyoM	www.entertainmentwise.com	1399983366926
210716	Before the Brawl! Find Out What Happened At The After-Party That Sparked  ...	http://radaronline.com/photos/solange-attack-jay-z-beyonce-met-gala-after-party/photo/653807/	Radar Online	e	dku0uRoeehpC9JM1RoZ4n0fg8cyoM	radaronline.com	1399983367118
210717	Sure, The Solange Attack Memes Are Funny, But They're Also Completely  ...	http://www.crushable.com/2014/05/12/entertainment/solange-attack-memes-what-jay-z-said-to-solange-elevator-beyonce/	Crushable	e	dku0uRoeehpC9JM1RoZ4n0fg8cyoM	www.crushable.com	1399983367406
210718	50 Cent And Dame Dash Throw Jabs At Jay Z Over The Solange Fight [VIDEO]	http://atlantadailyworld.com/2014/05/12/50-cent-and-dame-dash-throw-jabs-at-jay-z-over-the-solange-fight-video/	atlantadailyworld	e	dku0uRoeehpC9JM1RoZ4n0fg8cyoM	atlantadailyworld.com	1399983367691
210719	Fox unveils schedule, cutting back 'Idol'	http://www.hudsonhubtimes.com/latest%20headlines/2014/05/12/fox-unveils-schedule-cutting-back-idol	Hudson Hub-Times	e	dE-WON6N-ZPFa3MQTI7QDRpfhQwjM	www.hudsonhubtimes.com	1399985294553
210720	Fox lineup: 'American Idol' shrinking; Batman prequel 'Gotham' to air Mondays	http://www.newsday.com/entertainment/tv/fox-lineup-american-idol-shrinking-batman-prequel-gotham-to-air-mondays-1.8001233	Newsday	e	dE-WON6N-ZPFa3MQTI7QDRpfhQwjM	www.newsday.com	1399985294870
210721	American Idol Set To Be Cut Down Into 'Single Two Hour Show' Each Week	http://www.entertainmentwise.com/news/149002/American-Idol-Set-To-Be-Cut-Down-Into-Single-Two-Hour-Show-Each-Week	Entertainmentwise	e	dE-WON6N-ZPFa3MQTI7QDRpfhQwjM	www.entertainmentwise.com	1399985295162
210722	Fox Upfront Scorecard: Big Risks, to Dig Out of a Big Hole	http://variety.com/2014/tv/columns/fox-upfront-scorecard-big-risks-to-dig-out-of-a-big-hole-1201178058/	Variety	e	dE-WON6N-ZPFa3MQTI7QDRpfhQwjM	variety.com	1399985295432
210723	The Riddler AND The Joker Confirmed For Fox's Gotham"""	e
UK Yield Curve Flattest in 5 Years Amid BOE Rate Bets	b
Air Products appoints new CEO; shares at life-high	b
Interest rate rise will not be delayed by general election, says Mark Carney	b
Tristan And Sasha Hemsworth: Elsa Pataky And Chris Hemsworth Reveal Twins  ...	e
True Blood's final season new trailer shows vampires attacking	e
How sweet the sound... Nicole Kidman and husband Keith Urban sing Amazing  ...	e
US FCC says new Internet rules will maintain transparency goals	t
Just How Good Will 'The Amazing Spider-man 2' Be?	e
UPDATE 2-Nestle sees faster growth after weak start to year	b
MTV Movie Awards: That Awkward Moment When Zac Efron Gave His Best  ...	e
Mark Ruffalo Implies Ben Affleck Ruined Friendship With Jennifer Garner	e
Consumer Confidence in US Rises to a Six-Year High	b
Lana Del Rey's boyfriend denies they've broken up	e
Rose Byrne In 'Neighbors' Is Your SXSW Breakout	e
PRECIOUS-Gold edges up as investors digest Yellen comments	b
Another medical use for cannabis as scientists find it helps reduce seizures in  ...	m
Things You Need to Thank Your Mother For	e
Chris Pine - Chris Pine Pleads Guilty To Drink-driving Charges	e
Gold Futures Poised to Drop as US Home Sales Increase	b
Alibaba to Buy Stake in SingPost to Expand in Southeast Asia	b
FOREX-Euro steadies after ECB officials clarify monetary policy stance	b
UPDATE 3-BMW's $1 billion plant surfs Mexican investment wave	b
'Oh, dear, was that an error?': Awkward moment CNBC co-host accidentally  ...	t
Indian Rupee Snaps Three-Day Loss as Yellen Supports US Policy	b
Chris Brown - Chris Brown prepares for trial	e
FOREX-Dollar struggles to find support, China inflation data next event risk	b
Asia stocks subdued, Nikkei weak on profit taking	b
Banks to return 6 billion euros in crisis loans to ECB next week: Reuters poll	b
Amazon launches streaming music service for Prime members to take on Spotify  ...	e
UPDATE 7-Oil inches up as signs of healthy supply tempered by Libya	b
Zendaya To Play Aaliyah In Lifetime Biopic: Does Color Matter?	e
Robin Thicke Talks Public Apologies To Estranged Wife Paula Patton	e
A blue planet through and through: Earth's largest water reservoir is found  ...	t
WRAPUP 3-US factory, confidence data boost growth prospects	b
Japan's Topix Reaches Six-Month High on Earnings Optimism	b
Aaliyah's Family Reacts To Biopic Casting	e
Jay Z to bring Made In America music festival to LA	e
Demi Lovato Spreads LGBT Love With New Video And Personal Story	e
Wu-Tang Clan distance themselves from troubled rapper who cut off his own  ...	e
UPDATE 2-Symantec fires CEO Bennett	b
'Bye b****': Demi Lovato unfollows Selena Gomez on Twitter 'after posting angry  ...	e
The cream rises.	e
Too cold for burgers? McDonald's blames the 'severe winter weather' after profits  ...	b
Jill Abramson Backs Out Of Brandeis Commencement Ceremony, Will Still  ...	e
Miranda Lambert Glitters In A Nude Gown At ACM Awards	e
Alex Trebek Breaks Guinness World Record For Hosting 6795 'Jeopardy  ...	e
17 New MERS Cases In Saudi Arabia	m
How Liza Minnelli's Rep Reacted To Shia LaBeouf's 'Cabaret' Arrest	e
Sir Mick Jagger - L'wren Scott Honoured By Charity	e
Chris Martin - Chris Martin's Father: 'My Son Is Still Great Mates With Gwyneth  ...	e
GLOBAL ECONOMY-China, US factory growth accelerates; euro zone stumbles	b
Swiss regulator says Credit Suisse management didn't know of misconduct	b
Extracting carbon from nature can aid climate but will be costly-UN	t
UPDATE 1-GM says heads of communications and HR leaving	b
Yellen Says Fed Hasn't Met Goals on Inflation, Unemployment	b
As GM Adds Millions to Recall Ranks, Are Any Models Unblemished?	t
Formal Charges Filed Against Michael Jace In Wife's Murder	e
Lena Dunham - Stars Tweet Tributes To Late Director Paul Mazursky	e
Modesty Is the New Abercrombie	b
Best MTV Movie Awards Moments, Courtesy Of The Young Hollywood Class Of  ...	e
Robert Downey Jr. And Mark Ruffalo Science Bro Out	e
Justin Bieber released after being detained for 5 hours by customs at LAX	e
AT&T Challenges Google in North Carolina With Fast Web Plans (2)	t
State Will No Longer Make Sick People Choose Between Medical Marijuana  ...	m
UPDATE 1-Canadian author, environmentalist Farley Mowat dies at 92	e
Ebola Outbreak, Worst Ever, Needs Drastic Steps, WHO Says	m
Ashley Olsen wanders around New York alone... while Full House gang enjoy a  ...	e
Canadian Stocks Decline in Final Half Hour as Valeant Tumbles	b
US STOCKS-Wall St flat after six-day gain, homebuilders rally	b
3D Printing Technology Helps Doctors Rebuild Man's Face After Horrible  ...	m
UPDATE 3-Smartphones weigh on Samsung Elec as guidance disappoints	b
Video - Samuel L. Jackson Seen Carrying His Suit Outside 'Good Morning  ...	e
Smokers Are Getting Skeptical About E-Cigarette Claims, According To Study	m
Fifi Geldof: Peaches is 'gone but not forgotten'	e
CORRECTED-India's Sun Pharma expects Ranbaxy business to be profitable in  ...	b
Christie Dancing With Fallon Jokes He Could Beat Clinton	e
Reese Witherspoon slurs to Cara Delevingne in drunken Instagram video	e
President's Security-Flaw Guidance Seen as Hard to Implement	t
UPDATE 3-IMF agrees $14-18 bln bailout for Ukraine	b
BNP Paribas nears up to $9 bln settlement with US authorities: source	b
Cisco joins cloud computing race with $1 billion plan	t
Lena Dunham - Lena Dunham may quit acting	e
"Gazprom CEO accuses Ukraine of being ""unconstructive"" in gas talks"	b
'Astonishing' rise in autism nationwide means 1 in 68 US children have the  ...	m
'Pollen Vortex'? Long Winter Worsens Spring Allergies	m
German website Bild publishes Kate, Duchess of Cambridge's bare bottom picture	e
EMC Reduces Earnings Forecast After Quarterly Profit Declines	b
IMF predicts growth of 2.9% in a vindication for George Osborne	b
Allergan Exploring Sale to Sanofi, J&J	b
Burger King in Talks to Buy Canadian Chain Tim Hortons	b
Rubik's Cube Google Doodle Will Drive Everyone Nuts Today	t
Dj Avicii - Concertgoers Hospitalised After Avicii Gig	e
Data storage firm Box files for US IPO of about $250 million	b
Kanye West Talks Tech, Culture and Annie Lebowitz At Lions Tech Conference	e
Nikkei gains after shrugging off BOJ tankan; China PMI lifts mood	b
UK economy to grow by 3.2% this year in boost for Osborne, but warning he  ...	b
Columbus Short Involved In 'Scandal' (Again) Following Restaurant Fight Arrest	e
Obamacare Prices In California Only Going Up A Little Next Year	b
RPT--Hong Kong shares end higher, China Mobile leads again	b
Why Miss USA Nia Sanchez Dismissed Suggestions To Change Her Last Name	e
Ice Cube Jokes That Paul Walker 'Robbed' Him Of An MTV Movie Award	e
Don Draper and Steve Jobs Have Much in Common	t
The stock market is inching higher at midday after three days of declines.	b
Ebola Crisis In West Africa Worsened By Patients Shunning Treatment	m
Kindred urges Gentiva shareholders to vote for buyout offer	m
EU Cuts Euro-Area Growth Forecast as Inflation Seen Slower (2)	b
Everything You Need To Know About The New HTC One	t
National Australia Profit Climbs to Record as Bad Debts Fall (3)	b
Watchdog must assure transparency over Alstom - French min	b
EM ASIA FX-Asia currencies firmer as yuan steadies; rupee shines	b
Two planes nearly crashed mid-air at Newark Airport	b
UPDATE 2-Bank of England announces shake-up as it probes FX case	b
Kate Winslet reveals her reaction to earthquake that hit LA	e
Selena Gomez - Selena Gomez wants to date older man	e
Nick Cannon spoils 'Dem Babies' with Disney toys as they celebrate Mariah  ...	e
Michael Lewis On '60 Minutes' Says Stock Market Is Rigged	b
"Harrison Ford To Take A Break From ""Star Wars"" Filming After On-Set Incident"	e
Kris Jenner 'taking Rob Kardashian to fat camp'	e
Synchrony Seeks Market Value of as Much as $22 Billion in IPO	b
Spanish Bond Gain Pushes Yield to Eight-Year Low After Draghi	b
HAVANA (AP) — Cuban authorities are confirming the country's first six cases of  ...	m
RPT--WHO finds Indian cities have dirtiest air; Chinese data foggy	t
Family Dollar to cut job, shut 370 stores to boost performance	b
Soybeans Decline as Warm, Wet Weather Boosts US Crops	b
She's ruffling some feathers! Kendall Jenner steals the show with dramatic punk  ...	e
Tv - Chelsea Handler To End Talk Show After Seven Years	e
Putin-Linked Bank Rossiya Pledges to Meet Client Obligations	b
Funnyman Brooks Wheelan Fired From SNL After One Season	e
Kim Kardashian and Kanye West 'can't get married because prenup is still being  ...	e
Miss USA Nia Sanchez Stands By 'Self Defense' And 'Martial Arts' As A Way To  ...	e
Netflix Rises to Record as Analyst Predicts Viewer Gains	b
Primetime Emmy Awards 2014 -Breaking Bad Predictably Dominates Drama	e
'He should get his diapers out of a bunch': Rihanna hits back at Charlie Sheen  ...	e
Why Peggy Is Her Own Worst Enemy On 'Mad Men'	e
UPDATE 1-Consumers seek to raise California cap on malpractice awards	m
Off to a roaring start! Godzilla takes in $93.2million during its opening weekend	e
US STOCKS-Wall St rallies, S&P 500 briefly hits record	b
Draghi's Rate Tonic Seen Piquing Taste for Stronger Stuff	b
While that's not live TV, which Aereo offered, for many it's a good-enough  ...	t
CORRECTED-Deutsche Bank Q1 pretax profit tumbles as trading weighs	b
PRECIOUS-Gold ends flat as S&P 500 rises; platinum up	b
Nicki Minaj Goes Public With Recent Health Scare	e
Jimmy, the 3D printed home robot that can walk, talk and tweet: Intel reveal  ...	t
US Memorial Day Weekend Travel to Reach 9-Year High, AAA Says	b
Yahoo After Alibaba Still Set to Get Value From E-Commerce Site	b
Researchers Observe Gnarly Waves In Arctic Ocean For First Time	t
Elisabeth Moss - Elisabeth Moss: Mad Men end will be 'freaky'	e
UPDATE 1-California lawsuit claims more GM vehicles faulty than in recall	t
Woman Pays For Young Mom's Diaper Bill, Shows Us What Kindness Is All About	b
'Horrible Bosses 2' Trailer Shows A Desperate Trio Just Trying To Turn Up	e
John Green's 'Paper Towns' Is Headed To The Big Screen	e
Moms Night Out Feels Like a Dated TV Sitcom	e
Twitter takes aim at Instagram with new photo features	t
Tesla CEO says company can make more than 60000 vehicles in 2015	t
Determined Juncker sets out case to head European Commission	b
From Familiar to Foreign: A Gay Christian Goes Back to Church	e
Deals of the day- Mergers and acquisitions	b
TABLE-US banks' capital ratios under Fed stress tests	b
Daimler and Nissan invest $1.36 bln to develop, build small cars	t
Gerard Pique attends 2014 Billboard Music Awards with pop star girlfriend  ...	e
China's Stocks Head for Weekly Gain on Economic Growth Optimism	b
Get ready everybody, Flappy Bird is coming back.	t
GLOBAL MARKETS-Gloomy French data hits European shares, Iraq keeps oil high	b
Could a SMELL test diagnose Alzheimer's? Inability to detect odours indicates  ...	m
Wireless power inside the body could lead to a new era in 'electronic medicine'	m
Ukraine has no impact on German economy - Ifo economist	b
The Most Inspiring Thing to Happen in Business in Years	t
UPDATE 3-Herbalife says US FTC opens inquiry long sought by Ackman	b
US STOCKS-Tech, financials lead market lower; S&P negative for year	b
Pippa Middleton to cycle 3000 MILES across the U.S. on epic charity bike ride  ...	e
AT&T to strike deal with DirecTV in as soon as two weeks - WSJ	b
The Dream - The Dream Charged In Assault Case	e
US STOCKS SNAPSHOT-S&P posts biggest 3-day decline since late Jan	b
Godzilla director tapped for Star Wars	e
UPDATE 1-Spanish consumer prices fall at fastest pace since Oct 2009	b
Frozen smashes records to beat Toy Story 3 as the highest grossing animated  ...	e
Lady Gaga celebrates turning 28 in her 'birthday suit' and FOUR other wacky  ...	e
Ebola Hunt Draws US Team Searching for Disease Carriers	m
One Direction & Jennifer Lawrence Receive Top Awards At Nickelodeon's Kids  ...	e
Chelsea doctor Eva Carneiro takes on the Ice Bucket Challenge nominating  ...	e
Tycoon buys homeless lunch	b
UPDATE 4-Furious reaction, political split after Turkey bans Twitter	b
Economy minister asserts Argentina not in default	b
Pound Rises Versus Euro on Signs Central Bank Policies Diverging	b
Mariah Carey - Nick Cannon Reveals His Celebrity Sex List	e
Woody Allen's 'Bullets Over Broadway' Looks Dazzling, But Misses Its Target	e
David Cameron pressured to intervene in Pfizer bid as survey reveals public  ...	b
Justin Bieber - Justin Bieber can't be 'broken'	e
Nick Cannon - Mariah Carey gets diamond bracelet for birthday	e
Chris Martin blasts 'completely untrue' reports that he had an affair with a TV  ...	e
Sofia Coppola To Step Behind The Camera For Live-Action 'Little Mermaid' Film	e
BOJ keeps policy on hold, maintains upbeat view on outlook	b
Justin Bieber Cleared Of All Charges In Attempted Robbery Case	e
Data storage firm Box files for US IPO of about $250 million	b
US consumers step up spending, but sentiment slips	b
Video - David Letterman's Future Successor Stephen Colbert Arrives Outside  ...	e
It's Carbon and Monoxide the Ol' Detroit Perfume	b
Looking Back At The 'Mad Men' Cast Before They Were Famous	e
Polish PMI Contracts First Time in 13 Months, Backs Easing	b
SAC Hedge Fund Manager Steinberg's Sentencing Hearing Begins	b
UPDATE 1-FBI investigating high-speed trading outfits	b
Laverne Cox, Ellen Page And Jennifer Lopez Shine At GLAAD Awards 2014	e
Nick Carter marries Lauren Kitt but younger brother Aaron doesn't make it	e
Draghi Ready to Cut Rates in June as Euro Hurts Outlook	b
New element 117 set to join the periodic table	t
The Happiest Metro Area In America Is...	m
Whole Citi Bike Thing Not Working Out Great So Far	b
Highest number of measles outbreaks in the U.S. since 1996 with many cases  ...	m
REFILE-Toyota in US settlement over unintended acceleration -source	t
Selena Gomez gives inspirational speech to excited fans at first We Day youth  ...	e
James And Pippa Middleton Begin 3000 Mile Charity Bike Ride Across America	e
Countdown on for Apple's iWatch as firm poaches Swiss watch experts for secret  ...	t
Ford CEO Mulally Sees Continued China Sales Growth	b
Stacy Keibler, George Clooney's Ex, Marries In Surprise Mexican Ceremony	e
CORRECTED-UPDATE 1-Hong Kong's soaring bank exposure to China sparks  ...	b
Most Asian Stocks, US Futures Drop Amid Iraq Violence	b
BLOGS OF THE DAY: Jim Carrey gets an honorary degree	e
GLOBAL MARKETS-Shares near all-time highs, dollar moves higher	b
Johnny Depp And Amber Heard Throw Intimate Engagement Bash	e
OECD cuts China 2014 growth forecast to 7.4 pct	b
You Never Have To Unfollow Someone On Twitter Again	t
Did Miley Cyrus Tattoo Her Inner Lip With A Sad Yellow Kitty?	e
Top climate expert's sensational claim of government meddling in crucial UN report	t
Kate O'Mara, Dynasty star, dies aged 74 and Joan Collins leads tributes	e
Jessica Simpson - Jessica Simpson was a 'beautiful golden' bride	e
Heart jab that could replace the pacemaker: Cutting-edge treatment that will  ...	m
UPDATE 1-ECB prepared to ease if inflation low for too long - Noyer	b
Researchers Use Math To Beat Jet Lag	m
Mia Vardalos Reveals Plans For My Big Fat Greek Sequel	e
Taylor Swift - Taylor Swift Wins Three-year Restraining Order Against  ...	e
Former Anglo Irish Bank Executives Guilty on 10 Loan Charges	b
Yellen's Caveats Are Sufficient to Buoy Treasury Bearish Options	b
Speed Traders Play Defense Against Michael Lewis's Flash Boys	b
US STOCKS-Futures tick up ahead of jobs, growth data	b
Clearing the Aereo	e
Glee - Glee Stars Celebrate 100th Episode With Los Angeles Party	e
Miley Cyrus shares videos of herself and little sister Noah dancing together	e
Economists Rip Apart FT's Piketty Takedown	b
"US ""not expecting good news"" at WTO meeting on Indian row"	b
IBM Faces Further Trouble in China	b
Gabriel Garcia Marquez, Nobel Prize-Winning Novelist, Dies at 87	e
Despite Tabloid Reports, Miranda Lambert Is Not Getting A Divorce, Pregnant Or  ...	e
UPDATE 2-UK kids' TV star Rolf Harris jailed for child abuse	e
Did Miley Cyrus Tattoo Her Inner Lip With A Sad Yellow Kitty?	e
The End Is Nigh: Monty Python Reunite For Final Round Of Gigs At The O2	e
RPT-Fitch Assigns Phoenix Park CLO Limited Expected Ratings	b
Alice Cooper - Alice Cooper Pays Tribute To Late Guitarist	e
Euro-Area Economic Confidence Increases More Than Expected (1)	b
Nonchalant Rolf Harris and a bizarre river trip to court: Shamed paedophile  ...	e
